age,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,income
43,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
35,HS-grad,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,China,<=50K
23,Bachelors,13,Never-married,Adm-clerical,White,Female,20,United-States,<=50K
50,HS-grad,9,Married-civ-spouse,Other-service,White,Female,12,?,<=50K
43,HS-grad,9,Divorced,Machine-op-inspct,Black,Male,40,United-States,<=50K
61,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
29,Prof-school,15,Never-married,Prof-specialty,White,Male,50,United-States,<=50K
21,HS-grad,9,Never-married,Sales,White,Male,40,United-States,<=50K
36,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,<=50K
40,HS-grad,9,Never-married,Other-service,Black,Female,40,United-States,<=50K
23,Bachelors,13,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
90,Bachelors,13,Never-married,Exec-managerial,White,Male,55,United-States,<=50K
24,Bachelors,13,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
20,Some-college,10,Never-married,Prof-specialty,White,Female,12,United-States,<=50K
40,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
37,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,55,United-States,<=50K
31,HS-grad,9,Never-married,Craft-repair,White,Female,40,United-States,<=50K
22,HS-grad,9,Never-married,Transport-moving,White,Male,40,United-States,<=50K
25,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
46,12th,8,Married-civ-spouse,Craft-repair,White,Male,40,?,>50K
47,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
48,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
36,Masters,14,Married-civ-spouse,?,White,Male,50,United-States,<=50K
26,Bachelors,13,Never-married,?,White,Female,80,United-States,<=50K
28,9th,5,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,<=50K
20,Some-college,10,Never-married,Farming-fishing,White,Male,40,United-States,<=50K
51,Some-college,10,Divorced,Handlers-cleaners,White,Female,40,Ireland,<=50K
32,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
55,10th,6,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
41,Bachelors,13,Divorced,Protective-serv,White,Female,40,United-States,<=50K
46,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,>50K
45,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,United-States,>50K
65,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
45,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
22,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
22,Some-college,10,Never-married,?,White,Female,20,United-States,<=50K
42,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
37,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
24,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K
67,Some-college,10,Divorced,Other-service,Black,Female,41,United-States,<=50K
28,HS-grad,9,Married-spouse-absent,Tech-support,White,Female,37,United-States,<=50K
56,10th,6,Married-civ-spouse,Other-service,White,Male,35,Cuba,>50K
31,Assoc-voc,11,Married-civ-spouse,Protective-serv,White,Male,38,United-States,<=50K
33,Some-college,10,Separated,Exec-managerial,White,Female,40,United-States,<=50K
52,7th-8th,4,Married-civ-spouse,?,White,Male,40,United-States,<=50K
45,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,40,Germany,>50K
53,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
47,7th-8th,4,Married-civ-spouse,Handlers-cleaners,White,Male,40,Portugal,<=50K
40,HS-grad,9,Divorced,Sales,White,Female,30,United-States,<=50K
35,Some-college,10,Never-married,Sales,White,Male,48,United-States,<=50K
65,7th-8th,4,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,<=50K
42,Some-college,10,Married-civ-spouse,Other-service,Black,Female,30,United-States,<=50K
23,Bachelors,13,Never-married,Prof-specialty,White,Female,15,United-States,<=50K
39,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
39,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,30,United-States,<=50K
37,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
25,Assoc-voc,11,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
31,HS-grad,9,Never-married,Other-service,White,Female,40,United-States,<=50K
39,HS-grad,9,Divorced,Exec-managerial,White,Male,45,United-States,<=50K
39,Bachelors,13,Married-civ-spouse,Sales,White,Male,30,United-States,>50K
25,Bachelors,13,Never-married,Adm-clerical,Black,Male,35,United-States,<=50K
30,11th,7,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
37,9th,5,Married-civ-spouse,Machine-op-inspct,Black,Female,48,United-States,<=50K
22,HS-grad,9,Never-married,Craft-repair,White,Female,36,Mexico,<=50K
46,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
54,Bachelors,13,Divorced,Sales,White,Female,38,United-States,<=50K
33,Assoc-acdm,12,Never-married,Craft-repair,White,Male,45,United-States,<=50K
70,Bachelors,13,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
36,Some-college,10,Divorced,Adm-clerical,White,Male,45,United-States,<=50K
53,Masters,14,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
55,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
17,11th,7,Never-married,Protective-serv,White,Female,30,United-States,<=50K
36,Some-college,10,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K
36,Prof-school,15,Never-married,Prof-specialty,White,Male,55,United-States,>50K
40,HS-grad,9,Married-spouse-absent,Farming-fishing,Black,Male,40,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Transport-moving,Black,Male,50,United-States,>50K
28,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,55,United-States,<=50K
39,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
49,5th-6th,3,Never-married,Machine-op-inspct,White,Male,45,United-States,<=50K
63,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
61,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,20,United-States,<=50K
48,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
55,HS-grad,9,Married-spouse-absent,Machine-op-inspct,White,Male,40,Poland,<=50K
18,Some-college,10,Never-married,?,White,Female,4,United-States,<=50K
20,HS-grad,9,Married-civ-spouse,Sales,White,Male,20,United-States,<=50K
49,HS-grad,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,40,China,<=50K
27,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,40,United-States,<=50K
37,10th,6,Divorced,Other-service,White,Female,33,United-States,<=50K
32,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
33,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
47,Assoc-voc,11,Married-civ-spouse,Other-service,White,Male,26,United-States,<=50K
34,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Black,Male,40,United-States,<=50K
61,HS-grad,9,Divorced,Adm-clerical,Black,Female,35,United-States,<=50K
25,HS-grad,9,Never-married,Craft-repair,Black,Male,40,United-States,<=50K
26,Assoc-acdm,12,Never-married,Sales,White,Male,30,United-States,<=50K
18,HS-grad,9,Never-married,Sales,White,Female,30,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
36,HS-grad,9,Divorced,Adm-clerical,Black,Female,40,?,<=50K
56,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,35,United-States,>50K
40,Assoc-voc,11,Never-married,Craft-repair,White,Male,40,United-States,<=50K
24,12th,8,Never-married,Other-service,White,Female,38,United-States,<=50K
66,HS-grad,9,Widowed,Sales,White,Female,40,United-States,>50K
42,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,<=50K
28,HS-grad,9,Never-married,Transport-moving,White,Male,20,United-States,<=50K
39,Some-college,10,Divorced,Adm-clerical,White,Female,35,United-States,<=50K
65,Assoc-voc,11,Married-civ-spouse,Farming-fishing,White,Male,25,United-States,<=50K
20,Some-college,10,Never-married,Other-service,White,Female,20,United-States,<=50K
52,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
24,Some-college,10,Never-married,?,Asian-Pac-Islander,Male,50,South,>50K
39,Some-college,10,Divorced,Sales,White,Female,40,United-States,<=50K
18,HS-grad,9,Never-married,Machine-op-inspct,White,Female,30,United-States,<=50K
49,7th-8th,4,Married-civ-spouse,Machine-op-inspct,White,Female,40,Hong,<=50K
21,Some-college,10,Never-married,Prof-specialty,White,Male,48,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,?,White,Male,30,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
55,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
27,10th,6,Married-civ-spouse,Craft-repair,White,Male,55,United-States,<=50K
34,HS-grad,9,Separated,Adm-clerical,White,Female,40,United-States,<=50K
54,Some-college,10,Never-married,Prof-specialty,White,Female,40,Mexico,<=50K
38,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
32,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
33,Some-college,10,Separated,Tech-support,White,Male,12,United-States,<=50K
32,Assoc-acdm,12,Married-civ-spouse,Protective-serv,White,Male,50,United-States,<=50K
34,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,50,France,<=50K
46,Bachelors,13,Married-civ-spouse,Other-service,White,Male,30,United-States,>50K
48,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
23,Some-college,10,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
48,7th-8th,4,Married-spouse-absent,Handlers-cleaners,White,Male,40,United-States,<=50K
67,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,37,United-States,>50K
36,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,60,?,>50K
25,Bachelors,13,Never-married,Other-service,White,Female,20,United-States,<=50K
43,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,38,United-States,<=50K
27,Assoc-acdm,12,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
56,1st-4th,2,Separated,Machine-op-inspct,White,Male,40,United-States,<=50K
54,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,48,United-States,<=50K
39,HS-grad,9,Married-civ-spouse,Sales,White,Male,46,United-States,>50K
60,HS-grad,9,Married-civ-spouse,Sales,White,Female,25,United-States,<=50K
27,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
21,Some-college,10,Never-married,Sales,White,Male,40,United-States,<=50K
24,Some-college,10,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
31,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
22,10th,6,Never-married,Craft-repair,White,Male,15,United-States,<=50K
26,Bachelors,13,Never-married,Exec-managerial,White,Female,45,United-States,<=50K
45,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,48,United-States,<=50K
33,HS-grad,9,Never-married,Transport-moving,Asian-Pac-Islander,Male,40,United-States,<=50K
55,5th-6th,3,Married-civ-spouse,?,White,Male,48,Mexico,<=50K
29,9th,5,Divorced,Machine-op-inspct,Black,Female,40,United-States,<=50K
72,HS-grad,9,Widowed,Adm-clerical,White,Female,40,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
53,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
40,Some-college,10,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
20,HS-grad,9,Never-married,Other-service,White,Male,30,United-States,<=50K
69,HS-grad,9,Widowed,Adm-clerical,White,Female,12,United-States,<=50K
41,HS-grad,9,Never-married,Other-service,White,Female,25,United-States,<=50K
45,Masters,14,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
27,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K
46,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,>50K
55,Some-college,10,Married-civ-spouse,Transport-moving,Black,Male,35,United-States,<=50K
31,Some-college,10,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
45,Some-college,10,Divorced,Sales,White,Female,55,United-States,<=50K
64,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,5,United-States,<=50K
38,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
17,10th,6,Never-married,Other-service,White,Male,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,>50K
22,12th,8,Married-spouse-absent,Other-service,Black,Female,50,United-States,<=50K
23,Some-college,10,Never-married,Other-service,White,Female,30,United-States,<=50K
25,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
33,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,43,United-States,>50K
31,HS-grad,9,Married-civ-spouse,?,White,Male,30,Mexico,<=50K
37,HS-grad,9,Never-married,Other-service,White,Female,35,United-States,<=50K
53,HS-grad,9,Separated,Adm-clerical,White,Female,38,United-States,<=50K
28,Some-college,10,Never-married,Protective-serv,White,Male,40,United-States,<=50K
33,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
41,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
61,Bachelors,13,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
25,Some-college,10,Never-married,Other-service,White,Female,25,United-States,<=50K
20,Some-college,10,Never-married,?,White,Male,56,United-States,<=50K
35,HS-grad,9,Divorced,Exec-managerial,White,Female,40,United-States,>50K
64,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,38,United-States,<=50K
39,Some-college,10,Never-married,Prof-specialty,White,Male,12,United-States,>50K
53,HS-grad,9,Divorced,Transport-moving,White,Male,40,United-States,<=50K
28,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
38,Some-college,10,Divorced,Handlers-cleaners,Black,Female,40,United-States,<=50K
25,Bachelors,13,Never-married,Prof-specialty,White,Male,35,Italy,<=50K
19,Some-college,10,Never-married,Other-service,White,Female,30,United-States,<=50K
20,Assoc-acdm,12,Never-married,Adm-clerical,White,Female,30,United-States,<=50K
27,Bachelors,13,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,?,<=50K
55,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,>50K
52,Masters,14,Married-civ-spouse,Prof-specialty,Black,Female,40,United-States,>50K
21,Some-college,10,Never-married,?,White,Female,40,United-States,<=50K
30,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
47,HS-grad,9,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
22,10th,6,Never-married,Craft-repair,White,Male,30,United-States,<=50K
24,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,>50K
26,Bachelors,13,Never-married,Sales,White,Female,40,United-States,<=50K
27,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,<=50K
57,9th,5,Married-civ-spouse,Machine-op-inspct,White,Male,40,Puerto-Rico,<=50K
18,Masters,14,Never-married,Prof-specialty,White,Female,60,United-States,<=50K
30,Bachelors,13,Never-married,Prof-specialty,White,Male,45,United-States,<=50K
34,Bachelors,13,Divorced,Prof-specialty,White,Female,50,United-States,<=50K
40,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,60,United-States,>50K
60,HS-grad,9,Divorced,Other-service,Black,Female,38,United-States,<=50K
25,12th,8,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
39,Bachelors,13,Married-civ-spouse,Sales,White,Male,55,United-States,<=50K
48,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
27,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,30,United-States,<=50K
33,HS-grad,9,Divorced,Craft-repair,White,Male,65,United-States,>50K
65,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
52,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
27,Bachelors,13,Never-married,Tech-support,White,Male,40,United-States,<=50K
32,Some-college,10,Never-married,Craft-repair,White,Male,40,United-States,<=50K
45,Some-college,10,Separated,Sales,White,Male,50,United-States,<=50K
18,11th,7,Never-married,?,White,Male,16,United-States,<=50K
27,Bachelors,13,Never-married,Exec-managerial,White,Male,45,United-States,<=50K
57,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,60,United-States,<=50K
44,Some-college,10,Divorced,Sales,White,Male,55,United-States,>50K
30,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,44,United-States,>50K
26,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
28,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
61,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
49,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,Mexico,<=50K
